state,fipscode,county,population,hispanic,minority,female,unemployed,income,nodegree,bachelor,inactivity,obesity,density,cancer,votergap,trump,clinton
Texas,48297,Live Oak County,11046,38.368,7.907,46.316,4.1,51481,19.3,15.9,26.9,27.6,3.5,139.5,63.534,80.853,17.319
Virginia,51540,Charlottesville city,42218,5.024,29.753,51.591,3.7,45890,11.3,49.3,18.4,25.9,4246.3,139.8,-67.147,13.286,80.433
Idaho,16003,Adams County,3520,2.992,3.851,48.426,7.6,40777,7.8,20.8,20.7,27.6,372.8,139.9,52.268,71.278,19.011
Wisconsin,55093,Pierce County,40081,2.02,3.443,50.302,3.9,68471,6.1,26.3,21.6,30.3,71.5,139.9,13.656,53.393,39.736
Minnesota,27039,Dodge County,19772,5.087,2.755,49.838,3.7,68777,6.5,24.1,18.3,24.9,709,140.3,32.421,61.785,29.364
Texas,48027,Bell County,285787,24.059,32.583,49.953,4.7,51048,10.5,22.2,23.9,29,36.2,140.4,15.077,55.086,40.009
Idaho,16007,Bear Lake County,5774,4.441,2.904,50.692,4.4,45504,7.3,17.6,22.9,28.7,74.5,140.8,66.53,75.239,8.709
California,6037,Los Angeles County,9848011,48.442,28.888,50.737,6.7,55686,23.2,29.9,17.6,21.4,2419.6,140.9,-48.051,23.445,71.497
Idaho,16029,Caribou County,6914,5.126,2.836,49.527,4.2,55770,11.2,17.8,22,27.5,321.6,141.2,66.03,74.959,8.929
Ohio,39077,Huron County,59849,6.287,3.706,50.747,6.6,47824,12,13.1,31.4,33.3,100.3,141.4,36.372,65.469,29.097
Michigan,26163,Wayne County,1925848,5.742,45.172,51.907,7.3,41434,15.6,21.6,25.6,33.5,488.4,141.5,-37.302,29.498,66.8
Colorado,8039,Elbert County,23287,6.634,4.936,49.61,3.1,83603,4.2,29.5,16.3,19.6,12.5,142.2,54.051,73.529,19.479
Idaho,16065,Madison County,38440,7.198,4.491,49.466,2.7,36065,4.9,34.4,13.6,24.5,4.3,142.5,49.34,56.996,7.656
New Mexico,35029,Luna County,27044,65.507,6.571,49.902,17.6,27268,30.5,13.9,24.9,24.3,164.4,142.7,3.879,47.676,43.797
Alabama,1117,Shelby County,192503,5.81,16.432,51.377,4.2,69432,8.7,40.2,22.4,30.1,248.5,142.9,50.318,73.428,23.11
Arizona,4023,Santa Cruz County,43771,82.73,3.988,52.076,11.5,37465,26.9,22,17.7,23,38.3,143.2,-47.126,24.454,71.58
Virginia,51678,Lexington city,6901,3.814,15.45,43.845,7.5,40829,18,44.8,19.9,26,2820.3,143.5,-30.556,31.291,61.846
Louisiana,22007,Assumption Parish,22874,2.574,32.042,51.147,7.8,46317,28,10.7,32.9,34.8,369.7,143.6,25.523,61.574,36.051
Wisconsin,55025,Dane County,491357,6.297,14.244,50.353,3.2,61937,5.1,47.6,15.5,23.7,407.7,143.7,-47.989,23.388,71.377
California,6011,Colusa County,21321,58.495,8.677,48.697,15.3,48006,31.3,14.3,16.4,25.4,18.6,143.8,15.032,54.712,39.681
Texas,48343,Morris County,12635,9.444,26.67,52.317,8.9,37954,17,12.8,27.5,30,24.3,143.8,40.653,69.359,28.707
Kansas,20093,Kearny County,4169,31.016,5.081,50.025,3.2,53484,18.9,17.8,25.5,28.7,1149.6,143.9,62.189,79.094,16.906
California,6059,Orange County,3026786,34.358,26.98,50.611,4.5,76061,16,37.3,16.1,19.7,3807.7,144.2,-5.145,44.72,49.865
Minnesota,27105,Nobles County,20558,27.147,13.946,48.245,3.2,50684,21,14.4,27.4,28.8,73,144.3,29.865,61.674,31.809
Texas,48473,Waller County,36530,29.598,30.173,50.025,4.8,50589,20.6,18.4,29.3,33.6,86.5,144.3,28.603,62.967,34.364
Utah,49001,Beaver County,6267,10.875,5.744,48.741,3.7,50818,7.8,18.2,26.8,25.7,9,144.3,63.366,73.994,10.628
Florida,12097,Osceola County,270618,51.033,20.105,50.852,5.7,42945,15.8,17.8,25.3,29.1,202.4,144.5,-25.028,35.899,60.928
Colorado,8003,Alamosa County,15424,45.823,12.318,49.818,5.2,38140,15.4,24.1,16.8,23,21.4,145,-1.986,43.947,45.933
Illinois,17039,De Witt County,16034,2.437,2.881,49.966,5.6,55193,7.2,17.4,23.8,30.5,166.6,145.1,42.375,67.907,25.532
Mississippi,28075,Lauderdale County,79099,2.246,45.46,51.72,6.7,38869,15,19,35.5,32.3,112,145.2,23.005,60.669,37.664
Nebraska,31111,Lincoln County,35670,8.274,4.485,50.502,2.9,49770,8.5,19.9,23.8,31.7,340.8,145.2,58.147,76.509,18.362
California,6001,Alameda County,1491482,22.588,48.719,50.95,4.7,76996,13.3,42.1,15.8,20,2043.6,145.3,-64.429,15.078,79.508
New Mexico,35045,San Juan County,124131,20.028,42.035,50.405,7,47520,17.6,15.2,23,31.7,35.5,145.5,32.742,60.639,27.898
Colorado,8093,Park County,16762,6.239,5.161,47.341,3.4,58487,4.2,31.6,15.6,20.5,7.4,145.7,26.374,59.082,32.709
Texas,48041,Brazos County,179992,24.928,19.837,49.307,3.4,41641,14.7,38.3,18.9,28.4,230.7,146.2,23.655,58.547,34.892
Colorado,8031,Denver County,610345,30.452,19.208,49.938,3.7,54872,14.4,43.7,11.8,16.4,3922.6,146.4,-56.384,18.785,75.169
Indiana,18107,Montgomery County,37862,4.615,3.636,49.761,4,46945,11.4,16.8,25.8,32.7,349.7,146.4,50.917,73.181,22.263
Minnesota,27165,Watonwan County,10912,23.192,4.803,50.402,4.7,48658,15.3,16.7,22.3,26.9,619.7,146.4,19.191,55.683,36.492
Arizona,4011,Greenlee County,8041,46.721,8.983,48.158,7.9,59416,14.9,11.8,22.4,34.7,4.6,146.5,24.669,58.341,33.673
Georgia,13077,Coweta County,127111,6.752,22.459,51.306,5.2,60809,11.7,26.6,22.5,26.8,288.8,146.6,42.308,69.335,27.028
Texas,48319,Mason County,3965,24.554,3.348,49.678,3.8,42820,15.2,24.1,25.9,26.2,5.2,146.6,63.468,80.662,17.194
Texas,48475,Ward County,10528,52.538,9.479,49.731,4.3,53244,26.6,12.8,22.5,28.5,84.1,146.6,51.597,74.451,22.854
Kentucky,21187,Owen County,11380,2.628,2.805,50.224,4.1,43626,14.3,14,31.2,30,322.2,146.7,53.671,74.915,21.244
Arkansas,5143,Washington County,200181,16.356,12.915,49.972,3.6,45589,17.1,29.3,24.7,30.6,215.6,146.9,10.211,50.813,40.602
Colorado,8091,Ouray County,4602,5.948,3.453,50.863,4.3,57242,1.9,50,13.9,18.6,8.2,146.9,-10.739,40.675,51.415
Georgia,13185,Lowndes County,106814,5.58,41.09,51.01,5.9,38887,16.3,23,26.1,31.3,220.2,146.9,18.184,57.882,39.698
Michigan,26141,Presque Isle County,13436,1.262,2.936,50.401,9.8,39420,12.7,16.4,29.5,32.3,468.2,146.9,28.912,62.176,33.264
Georgia,13039,Camden County,48277,6.061,25.135,48.395,5.5,51793,8.9,21.2,23.2,31.5,82.4,147.1,33.854,65.27,31.416
Arizona,4027,Yuma County,196972,61.961,8.812,48.604,21.8,39700,28.3,14,26.8,30.5,35.5,147.2,5.52,50.507,44.986
California,6035,Lassen County,34473,18.743,18.43,36.902,7.3,49995,20.6,12.9,17.5,23.9,7.7,147.2,49.587,71.878,22.291
Texas,48275,Knox County,3322,34.534,9.767,50.751,3.8,36929,19,13.2,24.5,26.6,36.4,147.3,61.193,79.381,18.189
Georgia,13139,Hall County,187743,27.685,12.853,50.049,4.7,52238,21.5,22.8,21.9,25.7,457.5,147.5,50.658,73.69,23.032
North Dakota,38037,Grant County,2337,1.382,4.104,49.414,3.1,39679,12.4,17.2,30.8,33.3,46.5,147.6,66.936,80.676,13.74
Louisiana,22025,Catahoula Parish,10460,1.271,33.31,46.595,9.3,34116,27.2,11.6,32.9,35.3,5.3,147.7,44.419,71.643,27.224
Ohio,39161,Van Wert County,28496,2.979,3.095,51.117,4.1,49565,9.1,15.4,29.8,37.9,121.1,147.7,56.397,76.031,19.633
Oklahoma,40029,Coal County,5856,4.3,27.411,51.071,7.4,36566,17.2,13,37.7,35.6,474.7,147.8,61.889,79.064,17.175
Texas,48145,Falls County,16782,22.693,28.526,52.532,4.3,35491,24.9,11.4,29.7,29.8,35,147.8,33.563,65.711,32.148
Texas,48341,Moore County,20736,53.592,15.053,47.85,3.2,42839,34.1,13,24.1,29.9,437.5,148,54.694,75.523,20.829
Arizona,4013,Maricopa County,4023132,30.468,16.026,50.579,5.2,53929,13.4,30,18.2,25.4,414.9,148.1,3.447,49.126,45.68
New York,36007,Broome County,194630,4.027,13.153,50.816,6,46283,10.5,26.2,26,27.3,32903.3,148.1,3.689,49.032,45.343
Washington,53033,King County,1916441,9.482,30.549,50.026,4.4,75738,7.9,47.1,13.5,22.2,912.9,148.3,-50.522,21.716,72.239
South Dakota,46029,Codington County,26168,2.097,5.601,50.073,3.1,52892,9.1,20.3,23.3,31.2,33.6,148.4,39.335,66.535,27.2
Illinois,17099,LaSalle County,112498,9.214,5.369,49.509,7,51205,11.4,16.3,23.7,27.1,1585.6,148.5,14.432,54.222,39.79
California,6087,Santa Cruz County,256218,33.303,12.567,50.439,7.5,64257,14.5,37.5,13.3,20.2,589.4,148.8,-57.312,18.092,75.404
Georgia,13153,Houston County,135715,6.659,37.091,51.299,5.8,53027,11,23.2,23.8,31,372.5,148.8,21.644,59.355,37.711
Illinois,17199,Williamson County,65169,2.566,7.608,50.133,6.2,46322,11.2,22.1,25.6,31.6,809.6,148.8,41.258,68.433,27.175
Minnesota,27005,Becker County,32076,2.004,12.514,50.045,4.4,51116,9.5,21.6,22.7,32.6,782.1,148.9,33.189,63.663,30.474
New York,36111,Ulster County,181440,10.071,12.139,50.329,4.9,56718,10.9,30.1,20.4,27.2,214,148.9,-9.137,42.733,51.871
Arkansas,5045,Faulkner County,109386,4.115,15.729,51.035,4.8,51436,10.3,27.3,31.1,33.2,174.8,149.1,31.03,61.806,30.776
New York,36049,Lewis County,26157,1.836,2.979,49.293,7.1,47542,11.9,14.2,21.4,33.7,35369.2,149.1,39.643,67.067,27.424
Idaho,16055,Kootenai County,139390,4.362,5.431,50.587,5,49061,7.9,23.1,19.6,25,37.5,149.2,42.52,67.056,24.536
Colorado,8007,Archuleta County,12430,18.758,7.367,49.66,4,44508,7.7,35.3,14.7,16.5,8.9,149.4,23.937,58.08,34.143
Georgia,13011,Banks County,16799,6.705,6.602,49.175,5.4,46018,22.4,11.8,24.7,27,79.3,149.4,78.405,88.252,9.847
Arizona,4021,Pinal County,340962,29.268,16.908,47.863,6.3,49876,15.1,17.8,24.5,31.6,70,149.6,19.317,57.414,38.097
California,6111,Ventura County,802983,42.345,15.357,50.524,5.7,74967,17,31.6,18.1,20.3,446.7,149.6,-16.09,39.066,55.156
Michigan,26075,Jackson County,159828,3.437,12.296,48.862,5.1,46670,10.3,19,22.8,33.7,122.8,149.6,20.122,57.201,37.079
New York,36083,Rensselaer County,155541,4.67,12.851,50.62,4.7,59925,9.3,28.5,23.7,27.4,20553.6,149.9,2.87,48.39,45.52
Texas,48305,Lynn County,5674,48.48,6.796,49.249,4,41589,23.5,17.7,24.9,28.4,311.3,149.9,57.236,77.416,20.18
Mississippi,28073,Lamar County,49980,2.438,24.036,51.933,4.9,51389,9.5,34.1,25.2,32.8,75,150,55.623,76.484,20.861
Idaho,16013,Blaine County,22328,21.003,4.474,48.976,3.5,63490,9.8,44.8,12.5,19.2,21.8,150.1,-28.686,31.148,59.834
Mississippi,28123,Scott County,29341,11.222,41.125,51.109,4.9,32049,28.3,11.2,33.2,33.7,182.6,150.1,17.665,58.194,40.529
Maryland,24035,Queen Anne's County,47958,3.593,10.566,50.493,4.6,80650,8.2,34.1,21.6,28.9,1788.8,150.2,36.11,65.81,29.7
Virginia,51830,Williamsburg city,12729,7.261,25.91,54.059,6.3,46954,8.1,48.6,22.6,26,1559.3,150.2,-43.509,25.498,69.007
New Mexico,35015,Eddy County,52706,47.28,7.189,49.335,4.9,57007,18,16.8,22.4,31.2,55,150.4,41.404,66.952,25.548
Texas,48391,Refugio County,7225,50.803,10.276,50.542,5.3,43654,20.4,10.3,25.5,28.4,5.2,150.4,27.029,62.139,35.11
Missouri,29167,Polk County,30626,2.245,4.493,51.244,5.2,38344,15.1,17,26.1,29.4,212.6,150.7,56.933,76.118,19.184
Utah,49057,Weber County,231834,17.907,7.256,49.832,4,59293,10.8,23.2,17.1,28.4,1.1,150.7,19.963,47.203,27.24
North Carolina,37149,Polk County,19255,5.755,7.306,52.293,5.1,45464,11.6,30,26.2,27.3,257.9,150.8,28.192,62.837,34.645
Virginia,51199,York County,61140,6.112,23.282,50.663,4.3,81169,6,42,22.2,26.1,624.8,150.9,17.128,55.261,38.133
Wisconsin,55109,St. Croix County,83351,2.298,3.753,50.087,3.8,75920,4.7,32.4,20.3,26.2,116.8,150.9,18.426,55.796,37.369
Georgia,13247,Rockdale County,84569,10.015,56.835,52.829,6.4,48287,14.2,25.4,26.2,36,656.5,151.4,-25.92,35.816,61.736
Oklahoma,40121,Pittsburg County,45211,4.822,27.012,49.256,5.5,39900,15.5,15.6,34.9,32.4,113,151.8,52.383,73.855,21.472
Georgia,13093,Dooly County,11819,7.595,52.084,45.949,7.5,31103,26.5,9,29.2,34.7,38.1,152.1,2.112,50.6,48.488
Idaho,16045,Gem County,16437,8.023,4.884,50.285,5.1,41688,13.5,16.9,25.2,28.5,7.1,152.1,59.746,75.201,15.455
Texas,48171,Gillespie County,24180,21.92,3.32,51.427,2.9,52814,13.6,33.3,23.1,26.8,7.2,152.1,62.173,79.593,17.42
Illinois,17115,Macon County,108204,2.176,21.373,52.111,7.1,47575,11.3,23.1,23.2,29.7,143.3,152.7,18.127,56.642,38.515
Indiana,18089,Lake County,494211,18.319,28.995,51.591,6.8,50774,13,20,30.1,33.9,97.8,153,-20.64,37.736,58.376
Florida,12051,Hendry County,39594,51.527,17.766,48.018,10.3,38494,34.3,10.6,30,35.2,34,153.1,14.245,55.754,41.509
New Mexico,35027,Lincoln County,21016,31.725,7.235,50.309,5.8,39995,13.4,26.1,21.6,19.9,14.7,153.1,40.036,66.228,26.192
Utah,49029,Morgan County,8908,2.63,2.404,48.92,3.1,82597,2,34.5,14.7,22,1.9,153.2,50.312,61.449,11.137
Illinois,17011,Bureau County,34699,9.027,3.525,50.91,6.5,52138,9.8,17.5,26.7,29.1,22.7,153.3,19.96,56.824,36.864
Minnesota,27111,Otter Tail County,56588,3.259,4.039,49.776,4.2,51510,9.3,23.6,20.4,29.4,220.8,153.3,35.931,64.859,28.928
Kentucky,21017,Bourbon County,19729,6.989,8.948,51.337,4.9,42812,16.8,15.7,32,34.1,482.3,153.4,31.586,63.32,31.734
Texas,48491,Williamson County,410686,24.095,16.916,50.881,3.5,73098,7.7,38.6,16.5,31.1,37.5,153.5,9.863,51.879,42.016
Washington,53061,Snohomish County,694571,9.9,20.29,49.71,4.8,71890,8.7,29.3,17.6,29.4,341.8,153.6,-16.694,37.597,54.291
California,6065,Riverside County,2125440,47.888,19.751,50.257,6.7,56877,20.2,20.8,20,26,303.8,153.7,-2.553,46.406,48.959
Utah,49055,Wayne County,2601,5.052,3.938,49.591,8.9,42366,5.7,26.5,21,22.8,56.9,153.8,48.794,68.014,19.22
California,6077,San Joaquin County,674860,40.772,32.173,50.168,8.9,51527,22.4,18.1,20.5,28.3,492.6,153.9,-11.303,41.912,53.215
South Carolina,45037,Edgefield County,25752,5.872,38.757,46.017,6.4,44129,18.1,18.6,27.6,32.7,238.2,153.9,20.191,58.76,38.569
North Carolina,37065,Edgecombe County,51853,4.268,59.996,53.741,9.6,31615,22.4,10.7,32.1,40.8,935.7,154.2,-32.179,33.339,65.517
Georgia,13177,Lee County,34410,2.767,24.961,49.938,5.3,64533,14.4,22.3,22.3,31.2,79.5,154.3,52.992,75.436,22.444
Michigan,26067,Ionia County,62574,4.702,7.572,46.402,4.4,48681,11.7,14.2,20.6,38,505.1,154.3,30.982,62.107,31.126
Oklahoma,40019,Carter County,48326,7.026,24.338,51.289,4.4,44402,14.5,18.2,28.3,32.3,128.9,154.3,52.603,74.197,21.594
Georgia,13113,Fayette County,106788,7.299,29.937,51.461,5.1,79069,6.3,43.3,20,31.1,548.3,154.4,19.506,58.016,38.51
Colorado,8109,Saguache County,7097,37.85,7.855,49.736,6.1,31227,21.5,25.7,17,19.7,1.9,154.5,-8.718,40.968,49.686
New Mexico,35043,Sandoval County,125988,37.769,21.048,50.876,6.7,56142,9.1,28.6,16.7,23.8,8.1,154.5,-2.71,42.109,44.819
South Carolina,45017,Calhoun County,14621,3.234,44.104,51.485,7,41209,18,16.8,30.6,35.3,161.8,154.5,2.86,50.113,47.253
Virginia,51177,Spotsylvania County,120977,8.866,23.07,50.743,4.6,75714,10.9,28.3,24.9,32.7,304.9,154.5,16.776,55.762,38.987
Kentucky,21211,Shelby County,42078,8.75,11.553,51.37,4.1,57447,14.8,23.7,28.1,33,167.4,154.6,33.636,64.142,30.506
Idaho,16041,Franklin County,12676,7.06,2.922,49.327,3.1,50545,9.3,18.2,17.9,30.7,8.8,154.7,63.939,70.94,7.001
Kansas,20071,Greeley County,1234,18.496,2.707,51.805,2.2,52795,10.8,20,25.6,32.6,6.9,154.8,68.858,81.847,12.989
Texas,48451,Tom Green County,108378,38.829,9.243,50.202,4.1,45261,17.1,21.5,25.6,27.6,79.6,154.8,47.919,71.845,23.927
California,6073,San Diego County,3053793,33.407,23.924,49.708,5.2,66034,14.2,35.1,15.6,19.1,735.8,155.1,-17.025,38.851,55.876
Arizona,4017,Navajo County,112975,11.224,49.341,49.877,9.7,35457,19,14.5,24.3,30.9,10.8,155.2,7.916,51.301,43.384
Maryland,24023,Garrett County,29555,1.093,2.607,50.214,6.5,47441,12.9,18.4,28.1,30.6,353.5,155.2,61.503,78.954,17.451
Colorado,8059,Jefferson County,536922,15.308,7.981,50.277,3.5,70687,6.2,41.1,11.9,18.3,699.5,155.3,-6.995,42.075,49.07
Connecticut,9013,Tolland County,150461,5.201,10.205,49.851,4.8,78653,6.8,36.8,17.4,24.8,372.2,155.3,-5.788,44.102,49.89
Virginia,51041,Chesterfield County,306670,8.162,30.618,51.841,4.3,72972,9.5,36.6,19.7,26,747.1,155.3,2.251,48.456,46.206
Montana,30089,Sanders County,11096,2.911,8.266,48.624,8.2,32815,12,15.5,22.7,26.8,1.8,155.5,51.954,72.536,20.581
Texas,48221,Hood County,51462,12.006,3.964,50.99,4.5,55472,12.9,24.1,27.4,26.5,25.2,155.5,66.485,81.803,15.318
Virginia,51810,Virginia Beach city,433575,8.02,31.768,50.826,4.3,67676,6.6,33.5,18.9,27.9,1758.9,155.9,4.448,49.099,44.651
Minnesota,27027,Clay County,56763,4.226,7.18,50.809,3.1,55560,6.1,30.5,20.3,28.4,129.9,156,1.975,46.547,44.572
California,6099,Stanislaus County,510385,44.766,16.095,50.535,9.5,50917,22.8,16.4,20,32.6,344.2,156.1,1.274,47.97,46.697
Nebraska,31181,Webster County,3431,4.745,3.476,51.2,3.6,40979,9.8,18.5,32.1,32.9,21.7,156.3,60.107,78.245,18.139
New Mexico,35003,Catron County,3443,19.271,7.668,48.322,8,33256,9.1,20.7,18.7,20.3,570.8,156.3,50.467,71.4,20.934
Massachusetts,25027,Worcester County,803701,10.761,12.976,50.688,5.3,65217,10.4,34.1,20.8,27,12415.6,156.4,-10.496,41.247,51.743
Wisconsin,55087,Outagamie County,177155,4.103,8.365,50.181,4,59377,6.9,26.9,18.7,30.1,277.2,156.4,14.146,54.201,40.055
Arizona,4009,Graham County,37045,32.783,18.627,46.522,7.4,46046,14.8,13.6,24.6,32.5,8.1,156.5,39.568,67.217,27.649
Virginia,51630,Fredericksburg city,23193,11.516,31.663,54.51,5.3,51195,8.7,37.7,22,28.8,2326.2,156.5,-26.574,33.507,60.081
New York,36089,St. Lawrence County,109715,2.299,6.38,48.928,6.9,43518,12.9,21.6,23.5,28.2,1795.9,156.8,10.784,52.483,41.699
North Carolina,37053,Currituck County,24216,3.733,9.611,50.299,5.9,58024,15.3,19.2,23.2,28.9,489.7,157.1,49.835,73.01,23.175
Kentucky,21049,Clark County,36159,2.99,7.21,51.386,5.3,49012,16.5,19.9,28.5,30.6,103.1,157.3,37.057,66.103,29.046
Virginia,51149,Prince George County,37116,7.757,38.82,45.291,5.3,61792,13.2,18.5,24.4,33.2,134.7,157.4,16.964,56.735,39.771
Indiana,18065,Henry County,47827,1.713,4.661,48.074,5.3,41955,13.7,15,28.8,36.7,357.4,157.7,43.691,69.215,25.524
Maryland,24019,Dorchester County,32043,4.919,32.272,52.301,7.4,42279,17.6,19.3,30.3,35.7,320.2,158,15.983,56.563,40.58
Texas,48141,El Paso County,751296,81.346,8.084,51.022,5.2,40081,25.2,20.8,23,28.4,159.9,158.1,-43.211,25.928,69.139
Texas,48189,Hale County,35408,58.495,9.494,48.184,6.4,40213,29.2,14.3,26.1,30.6,184.9,158.3,48.364,72.109,23.745
Alabama,1081,Lee County,135883,3.85,29.319,50.84,5.1,41256,12.5,33.2,22.9,29,230.8,158.4,23.122,59.515,36.393
Minnesota,27015,Brown County,25603,4.101,2.117,50.215,4.1,52272,9.2,21.5,20.6,30.1,85.6,158.4,36.193,63.734,27.542
Minnesota,27147,Steele County,36775,7.55,5.648,50.551,3.3,57850,8.3,24.8,21,30.5,112.2,158.5,26.045,58.813,32.768
Nevada,32005,Douglas County,45464,12.461,8.097,49.769,6.8,60322,7,25.6,17,21.4,247.3,158.5,32.123,62.452,30.329
California,6083,Santa Barbara County,407057,44.848,14.211,49.903,5.3,62116,20.7,31.4,14,18.2,155,158.6,-28.241,32.854,61.096
Idaho,16001,Ada County,384656,7.998,7.802,49.881,3.6,57908,6.2,36.4,15.7,25.4,133.3,158.6,9.24,47.932,38.692
Illinois,17045,Edgar County,18471,1.138,1.84,51.421,6.4,45485,13.1,16.9,23.7,30.3,2799.8,158.6,49.544,72.389,22.845
Texas,48119,Delta County,5410,7.169,13.092,50.565,4.6,38304,14,17,28.4,28,12.9,158.7,63.01,80.562,17.552
Georgia,13217,Newton County,99944,5.259,47.177,52.426,6.6,48058,16.4,19.4,28.9,32.9,367.3,159,-2.35,47.747,50.097
New Mexico,35051,Sierra County,12886,29.676,6.914,50.089,9.1,29036,15.3,18.9,23.7,21,75.5,159,27.151,58.225,31.074
Texas,48073,Cherokee County,48473,22.587,18.952,49.063,5.2,38465,21.9,15.9,30.3,30.1,58.8,159.1,56.464,77.217,20.753
Colorado,8103,Rio Blanco County,6534,11.003,6.3,48.212,5.3,63184,8.8,20.8,16.3,22.6,2.1,159.2,68.364,80.966,12.602
Georgia,13013,Barrow County,72158,9.979,18.307,50.667,5.2,49698,17.7,16.6,30.5,34.6,432.7,159.2,50.385,73.21,22.825
Michigan,26083,Keweenaw County,2305,1.245,1.707,47.786,8.7,40411,7.7,24.6,22.1,30.9,711.5,159.3,20.084,56.963,36.879
Missouri,29045,Clark County,7127,0.912,2.147,49.434,7.1,43298,14.5,10.9,29.7,34.3,137.6,159.3,52.292,74.125,21.834
Vermont,50009,Essex County,6394,1.266,2.937,49.505,6.8,35570,17.3,14.1,26.7,29.8,291.7,159.4,17.997,55.654,37.657
Montana,30037,Golden Valley County,1057,4.595,6.288,48.126,4.2,37316,10.5,20.8,23.5,24.4,4.5,159.7,62.42,77.495,15.074
Idaho,16025,Camas County,1109,7.317,6.191,49.062,3.6,49569,16.3,22,20.2,25.7,1.3,159.8,50.083,68.447,18.364
Texas,48359,Oldham County,2118,15.708,8.168,48.719,3,54458,17.6,30.3,23,29.3,11.1,159.8,81.693,89.947,8.254
Ohio,39167,Washington County,61048,1.159,3.821,50.736,6,45048,10.9,16.6,32.8,34.8,530,159.9,41.598,68.643,27.045
Texas,48137,Edwards County,1863,55.966,5.016,48.627,4.7,35554,27.7,24.3,23.8,27.1,152.8,159.9,41.221,69.577,28.357
Florida,12086,Miami-Dade County,2500625,66.848,21.938,51.543,6.1,42754,20.5,26.4,20.8,21,1315.5,160,-29.565,34.094,63.658
Louisiana,22127,Winn Parish,15331,2.066,33.32,46.678,8.3,36644,23.3,12.3,31.5,37.7,38.8,160,46.514,72.315,25.801
Minnesota,27055,Houston County,19244,0.991,2.855,50.423,3.8,59900,8,22,24.2,25.7,2081.7,160.1,13.99,53.409,39.42
Minnesota,27029,Clearwater County,8242,1.681,14.041,49.915,9.2,43674,14.2,14.2,19.7,31,56.4,160.2,43.195,69.231,26.036
Virginia,51710,Norfolk city,233333,7.614,50.657,47.667,5.6,42567,13.4,25.6,23.6,30.1,4486.3,160.3,-41.976,26.439,68.415
Texas,48437,Swisher County,7424,42.546,11.868,47.484,4.8,37527,23.1,15.6,25.1,27.7,2.8,160.5,55.205,76.301,21.096
Nebraska,31169,Thayer County,5003,2.46,2.421,50.629,2.4,49517,8.6,17.8,26.8,30.2,14.3,160.9,57.52,76.272,18.752
Ohio,39051,Fulton County,42402,8.35,2.76,50.514,4.9,54666,10.9,16.7,26.9,36.7,2186.1,160.9,35.945,64.848,28.903
California,6081,San Mateo County,718989,25.145,38.124,50.76,3.4,100806,11.5,45,15.8,21.1,1602.2,161,-57.214,19.095,76.309
Illinois,17113,McLean County,167699,4.823,15.743,51.361,4.9,60460,5.3,43.4,21.4,29.3,511.9,161,1.472,46.941,45.469
Missouri,29185,St. Clair County,9276,2.182,3.686,49.566,6.9,33986,18.1,11.7,29.1,28.6,643.2,161,55.4,75.616,20.216
Oregon,41005,Clackamas County,386143,8.52,10.025,50.871,5.2,65555,7.2,32,15,25.3,126.6,161.6,-6.108,43.408,49.516
South Carolina,45081,Saluda County,19094,15.01,29.816,49.743,5.2,42286,23.3,12.2,26.6,35.6,507.9,161.9,31.733,64.552,32.819
New York,36063,Niagara County,214557,2.754,11.856,51.256,6.2,49274,9.7,22.9,20.9,30.4,69468.4,162,18.994,57.236,38.242
Montana,30065,Musselshell County,4600,3.165,4.736,50.044,4.2,39827,9.2,15.1,28.6,27.5,42.1,162.2,67.663,81.403,13.74
Nebraska,31045,Dawes County,8735,4.76,10.779,50.756,2.6,40667,5.9,39.1,24.1,27.3,79.5,162.2,49.581,71.52,21.94
Texas,48197,Hardeman County,3874,23.229,10.365,49.036,5,36992,19.3,18.9,25.8,28.5,6.1,162.2,63.402,79.881,16.479
Colorado,8019,Clear Creek County,8706,6.03,5.439,48.071,3.7,69115,4,40.8,16.5,18.1,23,162.3,-2.874,43.854,46.728
Michigan,26039,Crawford County,14203,1.906,3.326,49.547,7.5,41101,14.2,15.8,24.5,30.4,133.1,162.4,32.841,63.72,30.88
Texas,48057,Calhoun County,20573,48.436,9.888,48.892,3.9,46705,21,15.8,23,29.1,69.8,162.4,36.223,66.667,30.444
Minnesota,27011,Big Stone County,5251,1.171,2.202,51.27,4.4,46495,10.3,18.3,20.4,28.7,94.2,162.5,25.137,58.886,33.749
Missouri,29065,Dent County,15042,1.565,3.848,50.298,5.8,34411,21.8,12.4,30.3,34.6,30.6,162.6,68.176,82.605,14.429
